latitude_deg,longitude_deg,altitude_m,timestamp,observed_total_nt,observed_declination_deg,observed_inclination_deg,is_injected_anomaly,track_id,dataset_split,source_file,baseline_total_nt,baseline_declination_deg,baseline_inclination_deg,residual_total_nt,residual_declination_deg,residual_inclination_deg,delta_residual_total_nt,rolling_residual_total_nt,spatial_anomaly_score,temporal_anomaly_score,final_anomaly_score,is_anomaly,baseline_residual_score,baseline_is_anomaly
45.1527272727,-80.8109090909,500.0,1970-01-01 00:29:34.593000,53380.3204087278,-7.8918985947,57.3051840023,True,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52862.95556848575,-8.35402933751942,46.084293206193315,517.3648402420513,0.46213074281941946,11.220890796106687,36.50997950249439,480.25719979140314,0.15804796,0.99166286,0.6165361545979977,True,0.39804167834669707,False
45.1639160839,-80.7941258741,500.0,1970-01-01 00:29:34.593300,53416.1930744284,-7.8892384101,57.3198510423,True,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52864.40417894861,-8.35199292625385,46.09324389157058,551.7888954797963,0.46275451615384977,11.226607150729421,34.42405523774505,516.6695321538015,0.15804796,0.99166286,0.6165361545979977,True,0.42452629356701393,False
45.1751048951,-80.7773426573,500.0,1970-01-01 00:29:34.593600,52549.7027412337,-7.8862129445,57.3364293109,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52865.852556599166,-8.34995563560296,46.10219281918655,-316.1498153654684,0.4637426911029596,11.234236491713453,-867.9387108452647,251.00130678545975,0.15804796,0.99166286,0.6165361545979977,True,0.24323416152167257,False
45.1862937063,-80.7605594406,500.0,1970-01-01 00:29:34.593900,52580.5908033414,-7.8828280378,57.3548468215,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52867.30070136356,-8.347917466133406,46.11113998869995,-286.70989802215627,0.46508942833340594,11.24370683280005,29.439917343312118,-17.023605969276105,0.15804796,0.99166286,0.6165361545979977,True,0.22058416059730065,False
45.1974825175,-80.7437762238,500.0,1970-01-01 00:29:34.594200,52608.6188867886,-7.8790902239000005,57.375023601,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52868.74861317417,-8.345878418404931,46.12008539976957,-260.12972638556676,0.4667881945049306,11.25493820123043,26.58017163658951,-287.6631465910638,0.15804796,0.99166286,0.6165361545979977,True,0.20013434393789747,False
45.2086713287,-80.726993007,500.0,1970-01-01 00:29:34.594500,52633.5706890661,-7.8750067177,57.396872037,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52870.196291957174,-8.343838492984576,46.12902905205432,-236.62560289107205,0.46883177528457587,11.26784298494568,23.504123494494706,-261.15507576626504,0.15804796,0.99166286,0.6165361545979977,True,0.18205112676481003,False
45.2198601399,-80.7102097902,500.0,1970-01-01 00:29:34.594800,52655.2536484012,-7.8705854015,57.4202972588,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52871.64373764082,-8.341797690437218,46.137970945213084,-216.39008923961956,0.47121228893721856,11.282326313586914,20.235513651452493,-237.71513950541944,0.13696694,0.40238217,0.28294531553983693,True,0.166482659042374,False
45.231048951,-80.6934265734,500.0,1970-01-01 00:29:34.595100,52673.5004298239,-7.8658348096,57.4451975484,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52873.090950143545,-8.339756011342606,46.146911078825006,-199.5905203196453,0.47392120174260643,11.298286469574997,16.799568919974263,-217.5354041501123,0.13696694,0.40238217,0.28294531553983693,True,0.15355768214352045,False
45.2422377622,-80.6766433566,500.0,1970-01-01 00:29:34.595400,52688.1702165491,-7.860764112,57.4714647832,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52874.5379294133,-8.33771345623667,46.15584945270894,-186.36771286420117,0.47694934423667057,11.315615330491056,13.222807455444126,-200.78277414115533,0.13696694,0.40238217,0.28294531553983693,True,0.14338453533756865,False
45.2534265734,-80.6598601399,500.0,1970-01-01 00:29:34.595700,52699.149796709,-7.8553830964,57.4989849046,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52875.98467536645,-8.335670025701942,46.164786066444115,-176.83487865744974,0.4802869293019425,11.334198838155885,9.532834206751431,-187.59770394709872,0.13696694,0.40238217,0.28294531553983693,True,0.13605031965085732,False
45.2646153846,-80.6430769231,500.0,1970-01-01 00:29:34.596000,52706.354437049,-7.8497021496,57.527638414,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52877.43118793546,-8.333625720299311,46.17372091968974,-171.0767508864592,0.4839235706993117,11.35391749431026,5.758127770990541,-178.0931141360367,0.13696694,0.40238217,0.28294531553983693,True,0.1316202257136128,False
45.2758041958,-80.6262937063,500.0,1970-01-01 00:29:34.596300,52709.7285368433,-7.8437322375,57.5573008911,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52878.87746704652,-8.331580540597038,46.18265401210508,-169.14893020322052,0.48784830309703775,11.374646878994916,1.9278206832386786,-172.35351991570982,0.13696694,0.40238217,0.28294531553983693,True,0.13013703064386511,False
45.286993007,-80.6095104895,500.0,1970-01-01 00:29:34.596600,52709.2460569852,-7.8374848835,57.5878435348,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52880.32351262797,-8.329534487161181,46.19158534334948,-171.07745564277138,0.4920496036611812,11.39625819145052,-1.9285254395508673,-170.43437891081703,0.11326146,0.109351754,0.11111112236976624,False,0.13162076792746946,False
45.2981818182,-80.5927272727,500.0,1970-01-01 00:29:34.596900,52704.9107209405,-7.8309721468,57.6191337216,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52881.76932460813,-8.327487560558007,46.20051491308234,-176.85860366763518,0.496515413758007,11.418618808517664,-5.781148024863796,-172.36166317120902,0.11326146,0.109351754,0.11111112236976624,False,0.13606857281021115,False
45.3093706294,-80.5759440559,500.0,1970-01-01 00:29:34.597200,52696.7559860114,-7.8242065986,57.6510355824,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52883.21490291533,-8.325439761353973,46.20944272096312,-186.45891690393182,0.501233162753973,11.441592861436881,-9.600313236296643,-178.1316587381128,0.11326146,0.109351754,0.11111112236976624,False,0.14345470440632369,False
45.3205594406,-80.5591608392,500.0,1970-01-01 00:29:34.597500,52684.8447851356,-7.8172012983,57.6834105919,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52884.66024747585,-8.32339109011816,46.21836876665138,-199.81546234024427,0.5061897918181595,11.465041825248619,-13.356545436312445,-187.7109943039371,0.11326146,0.109351754,0.11111112236976624,False,0.15373074434729916,False
45.3317482517,-80.5423776224,500.0,1970-01-01 00:29:34.597800,52669.2690412102,-7.8099697679,57.7161181704,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52886.105358212364,-8.321341547427277,46.22729304972695,-216.8363170021621,0.511371779527277,11.488825120673049,-17.020854661917838,-201.0368987487794,0.11326146,0.109351754,0.11111112236976624,False,0.16682597044220593,False
45.3429370629,-80.5255944056,500.0,1970-01-01 00:29:34.598100,52650.148957691,-7.8025259664,57.7490162939,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52887.55023507079,-8.31929113382141,46.236215570009044,-237.40127737978764,0.5167651674214104,11.512800723890955,-20.56496037762554,-218.01768557406467,0.11326146,0.109351754,0.11111112236976624,False,0.1826479024853917,False
45.3541258741,-80.5088111888,500.0,1970-01-01 00:29:34.598400,52627.6320909405,-7.7948842622,57.7819621112,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52888.994877969686,-8.317239849882501,46.24513632707763,-261.36278702918935,0.522355587682501,11.536825784122371,-23.961509649401705,-238.5334604703797,0.09537919,0.14220114,0.1211312621831894,False,0.20108301591928138,False
45.3653146853,-80.492027972,500.0,1970-01-01 00:29:34.598700,52601.8922114834,-7.7870594058,57.8148125639,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52890.439286837434,-8.315187696177993,46.254055320592514,-288.54707535403577,0.5281282903779934,11.560757243307485,-27.18428832484642,-262.4370465876709,0.09537919,0.14220114,0.1211312621831894,False,0.22199761797151976,False
45.3765034965,-80.4752447552,500.0,1970-01-01 00:29:34.599000,52573.1279629594,-7.7790665014,57.8474250079,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52891.88346160243,-8.31313467327553,46.26297255021357,-318.7554986430332,0.5340681718755294,11.584452457686432,-30.208423288997437,-289.5551203420861,0.09537919,0.14220114,0.1211312621831894,False,0.24523887940036834,False
45.3876923077,-80.4584615385,500.0,1970-01-01 00:29:34.599300,52541.5613291204,-7.7709209774,57.8796578321,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52893.32740219102,-8.311080781745389,46.27188801560073,-351.7660730706193,0.5401598043453886,11.607769816499271,-33.01057442758611,-319.68954902256274,0.09537919,0.14220114,0.1211312621831894,False,0.2706360139296447,False
45.3988811189,-80.4416783217,500.0,1970-01-01 00:29:34.599600,52507.4359207046,-7.7626385569,57.9113710744,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52894.771108535715,-8.309026022150729,46.28080171641402,-387.33518783111504,0.5463874652507288,11.630569357985983,-35.56911476049572,-352.61891984825587,0.09537919,0.14220114,0.1211312621831894,False,0.2980015962717886,False
45.4100699301,-80.4248951049,500.0,1970-01-01 00:29:34.599900,52471.0150954073,-7.754235227,57.9424270285,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52896.2145805629,-8.306970395062223,46.289713652313516,-425.1994851555937,0.552735168062223,11.652713376186483,-37.864297324478684,-388.100248685776,0.09537919,0.14220114,0.1211312621831894,False,0.32713300854441724,False
45.4212587413,-80.4081118881,500.0,1970-01-01 00:29:34.600200,52432.5799254575,-7.7457272087,57.9726908422,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52897.65781820098,-8.304913901048293,46.298623822959364,-465.07789274348033,0.5591866923482929,11.674067019240638,-39.87840758788661,-425.87085524339636,0.08737184,0.18753348,0.1424607440829277,False,0.3578140039492261,False
45.4324475524,-80.3913286713,500.0,1970-01-01 00:29:34.600500,52392.4270284854,-7.7371309245,58.002031103,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52899.10082136863,-8.302856540692277,46.307532227932136,-506.6737928832299,0.5657256161922772,11.694498875067865,-41.595900139749574,-465.650390260768,0.08737184,0.18753348,0.1424607440829277,False,0.38981637561449295,False
45.4436363636,-80.3745454545,500.0,1970-01-01 00:29:34.600800,52350.8662784207,-7.7284629677000005,58.0303204087,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52900.54359001386,-8.300798314533575,46.31643886705138,-549.6773115931646,0.5723353468335741,11.713881541648618,-43.003518709934724,-507.1429990732916,0.08737184,0.18753348,0.1424607440829277,False,0.4229017177767235,False
45.4548251748,-80.3577622378,500.0,1970-01-01 00:29:34.601100,52308.218414087,-7.7197400696,58.0574359207,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52901.9861240533,-8.298739223158371,46.32534373989782,-593.7677099662978,0.578999153558371,11.732092180802184,-44.09039837313321,-550.0396048142308,0.08737184,0.18753348,0.1424607440829277,False,0.45682326559432485,False
45.466013986,-80.340979021,500.0,1970-01-01 00:29:34.601400,52264.8125639483,-7.710979068,58.0832598971,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52903.42842341952,-8.296679267130958,46.33424684613183,-638.6158594712251,0.585700199130958,11.749013050968166,-44.84814950492728,-594.0202936768959,0.08737184,0.18753348,0.1424607440829277,False,0.4913277995540214,False
45.4772027972,-80.3241958042,500.0,1970-01-01 00:29:34.601700,52220.9837061099,-7.7021968738,58.1076802042,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52904.87048803896,-8.2946184470232,46.343148185413945,-683.8867819290608,0.5924215732232003,11.764532018786056,-45.270922457835695,-638.7567837888613,0.08737184,0.18753348,0.1424607440829277,False,0.5261575996366662,False
45.4883916084,-80.3074125874,500.0,1970-01-01 00:29:34.602000,52177.0700831754,-7.693410439,58.1305908033,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52906.31231784009,-8.2925567634047,46.35204775740466,-729.2422346646927,0.5991463244047006,11.77854304589534,-45.35545273563184,-683.9149586883262,0.08525328,0.20418167,0.15066389665007593,False,0.5610524342385282,False
45.4995804196,-80.2906293706,500.0,1970-01-01 00:29:34.602300,52133.41059191,-7.6846367238,58.1518922115,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52907.75391275142,-8.290494216845255,46.36094556176463,-774.3433208414208,0.6058574930452556,11.790946649735368,-45.10108617672813,-729.1574458117248,0.08525328,0.20418167,0.15066389665007593,False,0.5957515684677599,False
45.5107692308,-80.2738461538,500.0,1970-01-01 00:29:34.602600,52090.3421678562,-7.6758926639,58.1714919329,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52909.19527270146,-8.288430807914859,46.36984159815452,-818.8531048452569,0.6125381440148585,11.801650334745474,-44.5097840038361,-774.1462201171234,0.08525328,0.20418167,0.15066389665007593,False,0.6299957763258877,False
45.521958042,-80.2570629371,500.0,1970-01-01 00:29:34.602900,52048.1971850844,-7.6671951377,58.1893048612,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52910.63639761664,-8.286366537186177,46.37873586623509,-862.4392125322411,0.6191713994861772,11.81056899496491,-43.58610768698418,-818.5452127396396,0.08525328,0.20418167,0.15066389665007593,False,0.6635293412434615,False
45.5331468531,-80.2402797203,500.0,1970-01-01 00:29:34.603200,52007.3008911459,-7.6585609336000005,58.2052536484,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52912.07728741987,-8.284301405239361,46.38762836558767,-904.77639627397,0.6257404716393609,11.81762528281233,-42.33718374172895,-862.0229045504893,0.08525328,0.20418167,0.15066389665007593,False,0.6961020295327276,False
45.5443356643,-80.2234965035,500.0,1970-01-01 00:29:34.603500,51967.9688970244,-7.6500067181,58.2192690412,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52913.51794205717,-8.28223541261801,46.396519096032115,-945.5490450327707,0.6322286945180107,11.822749945167885,-40.77264875880064,-904.2548846129939,0.08525328,0.20418167,0.15066389665007593,False,0.7274710215481117,False
45.5555244755,-80.2067132867,500.0,1970-01-01 00:29:34.603800,51930.5047414556,-7.6415490031,58.2312901816,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52914.9583614473,-8.280168559907626,46.40540805714989,-984.4536199916984,0.638619556807626,11.82588212445011,-38.9045749589277,-944.9263537661463,0.08519102,0.18023925,0.13746754340827466,False,0.7574027855712939,False
45.5667132867,-80.1899300699,500.0,1970-01-01 00:29:34.604100,51895.1975484125,-7.6332041142,58.2412648709,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52916.39854551883,-8.278100847679168,46.41429524860203,-1021.2009971063308,0.6448967334791682,11.826969622297966,-36.7473771146324,-983.7345540435999,0.08519102,0.18023925,0.13746754340827466,False,0.7856748800853007,False
45.5779020979,-80.1731468531,500.0,1970-01-01 00:29:34.604400,51862.3197958351,-7.6249881593,58.2491497967,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52917.838494200325,-8.2760322765038,46.42318067004959,-1055.5186983652238,0.6510441172038002,11.825969126650413,-34.31770125889307,-1020.3911051544177,0.08519102,0.18023925,0.13746754340827466,False,0.8120776704250917,False
45.5890909091,-80.1563636364,500.0,1970-01-01 00:29:34.604700,51832.1252128229,-7.6169169974,58.2549107209,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52919.27820741829,-8.273962846955381,46.43206432115376,-1087.152994595388,0.6570458495553817,11.82284639974624,-31.634296230164182,-1054.6242300223141,0.08519102,0.18023925,0.13746754340827466,False,0.8364159465995609,False
45.6002797203,-80.1395804196,500.0,1970-01-01 00:29:34.605000,51804.8468215185,-7.609006208,58.2585226283,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52920.717685105454,-8.271892559600449,46.440946201575734,-1115.8708635869552,0.6628863516004486,11.817576426724266,-28.71786899156723,-1086.1808521825224,0.08519102,0.18023925,0.13746754340827466,False,0.858510429801388,False
45.6114685315,-80.1227972028,500.0,1970-01-01 00:29:34.605300,51780.6951387949,-7.6012710612,58.259969835,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52922.156927188335,-8.26982141501325,46.449826310976825,-1141.4617883934334,0.6685503538132505,11.810143524023175,-25.590924806478142,-1114.8285488585923,0.08519102,0.18023925,0.13746754340827466,False,0.8781991559538049,False
45.6226573427,-80.106013986,500.0,1970-01-01 00:29:34.605600,51759.8565516228,-7.5937264877,58.259246057,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52923.59593359555,-8.267749413765717,46.45870464901837,-1163.7393819727513,0.6740229260657173,11.800541407981626,-22.27759357931791,-1140.3573446510466,0.08495445,0.16931759,0.1313541751354933,False,0.8953387256502858,False
45.6338461538,-80.0892307692,500.0,1970-01-01 00:29:34.605900,51742.4918786573,-7.5863870507,58.256354437,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52925.03470424594,-8.265676556444731,46.467581215282486,-1182.5428255886363,0.6792895057447312,11.788773221717513,-18.803443615885044,-1162.5813319849403,0.08495445,0.16931759,0.1313541751354933,False,0.9098054108082155,False
45.645034965,-80.0724475524,500.0,1970-01-01 00:29:34.606200,51728.7351291445,-7.5792669171,58.2513075313,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52926.473239087674,-8.263602843593116,46.47645600958933,-1197.7381099431732,0.6843359264931159,11.774851521710673,-15.195284354536852,-1181.3401058348536,0.08495445,0.16931759,0.1313541751354933,False,0.9214961095511092,False
45.6562237762,-80.0556643357,500.0,1970-01-01 00:29:34.606500,51718.692468725,-7.5723798309,58.2441272545,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52927.91153803756,-8.261528275800663,46.485329031521104,-1209.2190693125594,0.6891484449006624,11.758798222978896,-11.480959369386255,-1196.5000016147897,0.08495445,0.16931759,0.1313541751354933,False,0.9303291418350246,False
45.6674125874,-80.0388811189,500.0,1970-01-01 00:29:34.606800,51712.4414001168,-7.565739086,58.2348447851,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52929.34960102836,-8.259452853635027,46.49420028073946,-1216.9082009115664,0.6937137676350273,11.740644504360539,-7.6891315990069415,-1207.955126722433,0.08495445,0.16931759,0.1313541751354933,False,0.9362448798377567,False
45.6786013986,-80.0220979021,500.0,1970-01-01 00:29:34.607100,51710.0301649994,-7.5593575006,58.2235004298,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52930.787427986674,-8.25737657767164,46.50306975690609,-1220.7572629872739,0.6980190770716392,11.720430672893905,-3.8490620757074794,-1215.6281777371332,0.08495445,0.16931759,0.1313541751354933,False,0.93920620811039,False
45.6897902098,-80.0053146853,500.0,1970-01-01 00:29:34.607400,51711.4773717165,-7.5532473932,58.2101434484,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52932.225018841156,-8.255299448483585,46.51193745968275,-1220.7476471246555,0.7020520552835849,11.698205988717248,0.009615862618375104,-1219.471037007832,0.084366806,0.16200422,0.12706738226115705,False,0.9391988100156653,False
45.700979021,-79.9885314685,500.0,1970-01-01 00:29:34.607700,51716.7718516683,-7.5474205576,58.1948318399,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52933.6623735205,-8.253221466644163,46.52080338873127,-1216.8905218521977,0.7058009090441635,11.67402845116873,3.857125272457779,-1219.4651439880424,0.084366806,0.16200422,0.12706738226115705,False,0.9362312782129161,False
45.7121678322,-79.9717482517,500.0,1970-01-01 00:29:34.608000,51725.872745504,-7.5418882415,58.1776320909,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52935.099491953384,-8.251142632726845,46.52966754371354,-1209.2267464493852,0.7092543912268452,11.647964547186454,7.663775402812462,-1215.6216384754127,0.084366806,0.16200422,0.12706738226115705,False,0.9303350483446854,False
45.7233566434,-79.954965035,500.0,1970-01-01 00:29:34.608300,51738.7098184473,-7.5366611235,58.1586188868,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52936.53637406643,-8.249062947307854,46.53852992429156,-1197.8265556191327,0.7124018238078538,11.62008896250844,11.40019083025254,-1207.9812746402386,0.084366806,0.16200422,0.12706738226115705,False,0.9215641564351706,False
45.7345454545,-79.9381818182,500.0,1970-01-01 00:29:34.608600,51755.1840023227,-7.5317492934,58.1378747872,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52937.97301978274,-8.246982410970727,46.54739053004814,-1182.7890174600398,0.7152331175707269,11.590484257151857,15.037538159092946,-1196.6141065095192,0.084366806,0.16200422,0.12706738226115705,False,0.9099948218738049,False
45.7457342657,-79.9213986014,500.0,1970-01-01 00:29:34.608900,51775.1681600998,-7.5271622325,58.1154898678,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52939.40942904845,-8.24490102426254,46.55624936080378,-1164.2412689486519,0.7177387917625389,11.559240506996218,18.54774851138791,-1181.6189473426082,0.084366806,0.16200422,0.12706738226115705,False,0.8957248592231323,False
45.7569230769,-79.9046153846,500.0,1970-01-01 00:29:34.609200,51798.5080670532,-7.5229087949,58.0915613291,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52940.84560178253,-8.242818787772299,46.56510641614146,-1142.3375347293331,0.7199099928722985,11.526454912958542,21.90373421931872,-1163.1226070460082,0.08364077,0.18070036,0.1370235450565815,False,0.8788729233114484,False
45.7681118881,-79.8878321678,500.0,1970-01-01 00:29:34.609500,51825.0236009694,-7.5189971909,58.0661930744,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52942.28153791373,-8.240735702074447,46.573961695723405,-1117.2579369443338,0.721738511174447,11.492231378676593,25.07959778499935,-1141.278913540773,0.08364077,0.18070036,0.1370235450565815,False,0.8595775935593709,False
45.7793006993,-79.871048951,500.0,1970-01-01 00:29:34.609800,51854.5101322124,-7.515434971,58.0394952585,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52943.71723737079,-8.238651767743617,46.582815199211936,-1089.2071051583844,0.7232167967436167,11.456680059288061,28.050831785949413,-1116.2675256106838,0.08364077,0.18070036,0.1370235450565815,False,0.8379963045064148,False
45.7904895105,-79.8542657343,500.0,1970-01-01 00:29:34.610100,51886.7401029224,-7.5122290112,58.0115838096,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52945.152700080405,-8.236566985357209,46.5916669262694,-1058.412597158007,0.7243379741572094,11.4199168833306,30.79450800037739,-1088.2925464202417,0.08364077,0.18070036,0.1370235450565815,False,0.8143041308314579,False
45.8016783217,-79.8374825175,500.0,1970-01-01 00:29:34.610400,51921.4647831587,-7.5093854999000005,57.9825799255,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52946.58792597546,-8.234481355485093,46.60051687655827,-1025.1231428167594,0.7250958555850922,11.382063048941731,33.28945434124762,-1057.5809483777168,0.08364077,0.18070036,0.1370235450565815,False,0.7886924362465754,False
45.8128671329,-79.8206993007,500.0,1970-01-01 00:29:34.610700,51958.4161904362,-7.5069099258000005,57.9526095478,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52948.022914982655,-8.232394878705046,46.609365049741015,-989.6067245464583,0.7254849529050453,11.343244498058986,35.516418270301074,-1024.3808215070749,0.08364077,0.18070036,0.1370235450565815,False,0.7613673966660738,False
45.8240559441,-79.8039160839,500.0,1970-01-01 00:29:34.611000,51997.3091578395,-7.5048070675,57.9218028149,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52949.4576670308,-8.230307555592466,46.618211445480235,-952.1485091912982,0.7255004880924663,11.303591369419763,37.458215355160064,-988.9594588515052,0.08260267,0.21388744,0.15480929352343084,False,0.7325484090810955,False
45.8352447552,-79.7871328671,500.0,1970-01-01 00:29:34.611300,52037.8435347553,-7.503080984,57.8902934968,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52950.892182038944,-8.228219386737731,46.62705606335953,-913.0486472836419,0.7251384027377306,11.263237433440466,39.099861907656305,-951.6012936737994,0.08260267,0.21388744,0.15480929352343084,False,0.7024663983871214,False
45.8464335664,-79.7703496503,500.0,1970-01-01 00:29:34.611600,52079.7065032402,-7.5017350071,57.8582184141,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52952.326459955344,-8.22613037268705,46.63589890319971,-872.6199567151416,0.7243953655870508,11.222319510900292,40.428690568500315,-912.6057043966939,0.08260267,0.21388744,0.15480929352343084,False,0.6713620352848351,False
45.8576223776,-79.7535664336,500.0,1970-01-01 00:29:34.611900,52122.5749921455,-7.5007717349,57.8257168443,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52953.76050069704,-8.22404051403377,46.644739964584495,-831.1855085515417,0.7232687791337709,11.180976879715502,41.43444816359988,-872.2847041834417,0.08260267,0.21388744,0.15480929352343084,False,0.6394838788938976,False
45.8688111888,-79.7367832168,500.0,1970-01-01 00:29:34.612200,52166.1181703701,-7.5001930269,57.7929299168,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52955.194304196964,-8.22194981134887,46.65357924717674,-789.076133826864,0.7217567844488695,11.139350669623262,42.109374724677764,-830.9605330311824,0.08260267,0.21388744,0.15480929352343084,False,0.6070864585711349,False
45.88,-79.72,500.0,1970-01-01 00:29:34.612500,52210.0,-7.5,57.76,False,anomalous_eval_run_7,anomalous_eval,anomalous_eval_run_7_fallback.jsonl,52956.627870381904,-8.219858265211293,46.66241675063933,-746.6278703819044,0.7198582652112933,11.097583249360667,42.44826344495959,-788.9631709201034,0.08260267,0.21388744,0.15480929352343084,False,0.5744283096010009,False
43.2,-80.8,0.0,2026-03-24 00:00:00.000000,52000.0,-7.8,58.0,False,anomalous_eval_run_1,anomalous_eval,anomalous_eval_run_1.csv,52702.027909636876,-8.635096418737856,44.495561885364765,-702.0279096368758,0.835096418737856,13.504438114635235,44.59996074502851,-745.910637948548,0.118633255,0.12339428,0.12125181928277015,False,0.5401147230402243,False
